,Alert,Date,Time,Lat,Long,Vehicle,Speed,Likelihood of Collision,likely_collision,not_likely_collision,Head-on collision,Rear-end collision,Side-impact collision,Pedestrian collision,Multi-vehicle collision,Hit-and-run collision,Wrong-way collision
2761,2,6/7/2022,16:43:28,12.91915,80.109932,805,50,0.5713941832071662,1,0,0,0,0,0,0,0,0
2762,1,6/7/2022,16:43:41,12.921005,80.112036,805,51,0.5557438217487158,1,0,0,0,0,0,0,0,0
2763,1,6/7/2022,16:43:44,12.921005,80.112036,805,51,0.5557438217487158,1,0,0,0,0,0,0,0,0
2764,2,6/7/2022,16:44:04,12.922745,80.113778,805,55,0.4840923538243519,0,1,0,0,0,0,0,0,0
2765,1,6/7/2022,16:44:35,12.925756,80.116852,805,45,0.657170513410582,1,0,0,0,0,0,0,0,0
2766,1,6/7/2022,16:45:26,12.927537,80.118639,805,32,0.770497536324876,1,0,0,0,0,0,0,0,0
2767,1,6/7/2022,16:47:33,12.921658,80.112529,2846,44,0.6674197721818796,1,0,0,0,0,0,0,0,0
2768,1,6/7/2022,16:47:42,12.922452,80.113325,2846,43,0.6811953136932043,1,0,0,0,0,0,0,0,0
2769,1,6/7/2022,16:48:00,12.932101,80.123198,805,36,0.7542978948026899,1,0,0,0,0,0,0,0,0
2770,1,6/7/2022,16:49:02,12.938944,80.129461,805,54,0.5210316411467992,1,0,0,0,0,0,0,0,0
2771,1,6/7/2022,16:49:12,12.92371,80.1174,2846,35,0.7558200233547048,1,0,0,0,0,0,0,0,0
2772,1,6/7/2022,16:49:41,12.94255,80.133075,805,39,0.7381639478691606,1,0,0,0,0,0,0,0,0
2773,1,6/7/2022,16:50:00,12.943211,80.133762,805,37,0.7537023648704723,1,0,0,0,0,0,0,0,0
2774,1,6/7/2022,16:50:24,12.945634,80.135744,805,49,0.6154970340542266,1,0,0,0,0,0,0,0,0
2775,1,6/7/2022,16:51:10,12.923061,80.125512,2846,19,0.735772257885026,1,0,0,1,0,0,0,0,0
2776,1,6/7/2022,16:52:07,12.953774,80.141796,805,48,0.6394281744669749,1,0,0,0,0,0,0,0,0
2777,1,6/7/2022,16:52:50,12.922828,80.130521,2846,29,0.7730997789491882,1,0,0,0,0,0,0,0,0
2778,1,6/7/2022,16:54:12,12.922646,80.135086,2846,11,0.6511044288505216,1,0,0,1,0,0,0,0,0
2779,1,6/7/2022,16:54:16,12.922613,80.135628,2846,27,0.7721151081680757,1,0,0,0,0,0,0,0,0
2780,1,6/7/2022,16:54:18,12.922613,80.135628,2846,27,0.7721151081680757,1,0,0,0,0,0,0,0,0
2781,1,6/7/2022,16:54:24,12.922613,80.135628,2846,27,0.7721151081680757,1,0,0,0,0,0,0,0,0
2782,1,6/7/2022,16:54:25,12.922613,80.135628,2846,27,0.7721151081680757,1,0,0,0,0,0,0,0,0
2783,1,6/7/2022,16:54:31,12.922613,80.135628,2846,27,0.7721151081680757,1,0,0,0,0,0,0,0,0
2784,1,6/7/2022,16:54:32,12.922561,80.136435,2846,31,0.7698945422934022,1,0,0,0,0,0,0,0,0
2785,1,6/7/2022,16:54:34,12.922561,80.136435,2846,31,0.7698945422934022,1,0,0,0,0,0,0,0,0
2786,1,6/7/2022,16:55:09,12.96452,80.147589,805,44,0.7036075445363704,1,0,0,0,0,0,0,0,0
2787,1,6/7/2022,16:55:33,12.92246,80.138513,2846,24,0.7646012466715478,1,0,0,0,0,0,0,0,0
2788,2,6/7/2022,16:55:46,12.966513,80.148691,805,47,0.6666607089856915,1,0,0,0,0,0,0,0,0
2789,2,6/7/2022,16:55:57,12.966513,80.148691,805,47,0.6666607089856915,1,0,0,0,0,0,0,0,0
2790,2,6/7/2022,16:56:18,12.972698,80.152118,805,57,0.5050658015671668,1,0,0,0,0,0,0,0,0
2791,1,6/7/2022,16:56:42,12.972698,80.152118,805,57,0.5050658015671668,1,0,0,0,0,0,0,0,0
2792,1,6/7/2022,16:56:58,12.975965,80.156838,805,55,0.5454731792125959,1,0,0,0,0,0,0,0,0
2793,1,6/7/2022,16:57:11,12.922567,80.143893,2846,31,0.7694491631429655,1,0,0,0,0,0,0,0,0
2794,1,6/7/2022,16:57:14,12.922567,80.143893,2846,31,0.7694491631429655,1,0,0,0,0,0,0,0,0
2795,1,6/7/2022,16:58:11,12.981052,80.165866,805,50,0.6352025123478884,1,0,0,0,0,0,0,0,0
2796,2,6/7/2022,16:58:17,12.92269,80.149136,2846,41,0.7004305963589594,1,0,0,0,0,0,0,0,0
2797,1,6/7/2022,16:58:21,12.981052,80.165866,805,50,0.6352025123478884,1,0,0,0,0,0,0,0,0
2798,1,6/7/2022,16:58:30,12.981052,80.165866,805,50,0.6352025123478884,1,0,0,0,0,0,0,0,0
2799,1,6/7/2022,16:58:57,12.983869,80.170645,805,57,0.5161432277342409,1,0,0,0,0,0,0,0,0
2800,1,6/7/2022,16:59:04,12.984598,80.171835,805,43,0.728699994847683,1,0,0,0,0,0,0,0,0
2801,1,6/7/2022,17:00:16,12.986796,80.175076,805,21,0.7500812170914148,1,0,0,0,0,0,0,0,0
2802,1,6/7/2022,17:00:23,12.987168,80.175592,805,29,0.7882127628074045,1,0,0,0,0,0,0,0,0
2803,1,6/7/2022,17:00:23,12.987168,80.175592,805,29,0.7882127628074045,1,0,0,0,0,0,0,0,0
2804,1,6/7/2022,17:00:24,12.987168,80.175592,805,29,0.7882127628074045,1,0,0,0,0,0,0,0,0
2805,2,6/7/2022,17:00:43,12.923528,80.158415,2846,57,0.43836598204875143,0,1,0,0,0,0,0,0,0
2806,1,6/7/2022,17:01:00,12.987671,80.176282,805,6,0.5627682548664796,1,0,0,1,0,0,0,0,0
2807,1,6/7/2022,17:01:40,12.989428,80.178603,805,25,0.7754074516214561,1,0,0,0,0,0,0,0,0
2808,1,6/7/2022,17:01:41,12.921624,80.165548,2846,45,0.6449529921572497,1,0,0,0,0,0,0,0,0
2809,1,6/7/2022,17:01:46,12.921624,80.165548,2846,45,0.6449529921572497,1,0,0,0,0,0,0,0,0
2810,1,6/7/2022,17:02:12,12.992137,80.182118,805,43,0.7335116486053214,1,0,0,0,0,0,0,0,0
2811,1,6/7/2022,17:02:19,12.992137,80.182118,805,43,0.7335116486053214,1,0,0,0,0,0,0,0,0
2812,2,6/7/2022,17:03:01,12.919134,80.173724,2846,47,0.6100338747597525,1,0,0,0,0,0,0,0,0
2813,2,6/7/2022,17:03:21,12.918825,80.174962,2846,53,0.5041525949856537,1,0,0,0,0,0,0,0,0
2814,1,6/7/2022,17:04:58,12.992797,80.183105,805,45,0.7125808376753102,1,0,0,0,0,0,0,0,0
2815,1,6/7/2022,17:05:39,12.992797,80.183105,805,45,0.7125808376753102,1,0,0,0,0,0,0,0,0
2816,1,6/7/2022,17:06:50,13.000885,80.19507,805,19,0.7322383363744843,1,0,0,1,0,0,0,0,0
2817,1,6/7/2022,17:06:54,13.001241,80.195531,805,9,0.6069259691890186,1,0,0,1,0,0,0,0,0
2818,1,6/7/2022,17:07:08,13.001241,80.195531,805,9,0.6069259691890186,1,0,0,1,0,0,0,0,0
2819,1,6/7/2022,17:07:11,13.002058,80.19789,805,47,0.6948417347343273,1,0,0,0,0,0,0,0,0
2820,1,6/7/2022,17:07:19,13.001862,80.199532,805,40,0.7638617620213412,1,0,0,0,0,0,0,0,0
2821,1,6/7/2022,17:07:32,13.002841,80.20063,805,38,0.7765908452758731,1,0,0,0,0,0,0,0,0
2822,1,6/7/2022,17:07:38,13.003827,80.200896,805,37,0.781900107200563,1,0,0,0,0,0,0,0,0
2823,1,6/7/2022,17:07:55,13.004648,80.20116,805,35,0.7893193786650208,1,0,0,0,0,0,0,0,0
2824,1,6/7/2022,17:08:24,13.006299,80.202945,805,43,0.7420918202374903,1,0,0,0,0,0,0,0,0
2825,3,6/7/2022,17:09:40,12.933074,80.181794,2846,14,0.6876078733284359,1,0,0,0,0,0,0,0,0
2826,2,6/7/2022,17:10:32,13.009147,80.212139,805,40,0.7672268912940813,1,0,0,0,0,0,0,0,0
2827,1,6/7/2022,17:10:44,13.009638,80.21341,805,50,0.6589256070478264,1,0,0,0,0,0,0,0,0
2828,1,6/7/2022,17:10:48,13.009638,80.21341,805,50,0.6589256070478264,1,0,0,0,0,0,0,0,0
2829,1,6/7/2022,17:10:50,13.010131,80.214712,805,43,0.7436610315977749,1,0,0,0,0,0,0,0,0
2830,1,6/7/2022,17:11:10,13.010623,80.216483,805,44,0.7341882592708318,1,0,0,0,0,0,0,0,0
2831,1,6/7/2022,17:11:15,13.010623,80.216483,805,44,0.7341882592708318,1,0,0,0,0,0,0,0,0
2832,1,6/7/2022,17:12:04,13.011554,80.218631,805,1,0.4741158850313758,0,1,0,1,0,0,0,0,0
2833,1,6/7/2022,17:12:07,13.012948,80.221991,805,46,0.7137700481845994,1,0,0,0,0,0,0,0,0
2834,1,6/7/2022,17:12:23,13.012948,80.221991,805,46,0.7137700481845994,1,0,0,0,0,0,0,0,0
2835,1,6/7/2022,17:14:27,13.02002,80.224675,805,22,0.7571066231365012,1,0,0,0,0,0,0,0,0
2836,1,6/7/2022,17:14:41,13.020846,80.225305,805,32,0.797205214463975,1,0,0,0,0,0,0,0,0
2837,1,6/7/2022,17:14:57,13.02165,80.225876,805,38,0.7843780263619551,1,0,0,0,0,0,0,0,0
2838,1,6/7/2022,17:15:04,13.02289,80.226932,805,46,0.721858639417788,1,0,0,0,0,0,0,0,0
2839,1,6/7/2022,17:15:10,13.02289,80.226932,805,46,0.721858639417788,1,0,0,0,0,0,0,0,0
2840,3,6/7/2022,17:16:29,12.9512,80.185876,2846,9,0.6189742709561623,1,0,0,0,0,0,0,0,0
2841,1,6/7/2022,17:17:31,13.025699,80.230298,805,17,0.7094107057975663,1,0,0,1,0,0,0,0,0
2842,3,6/7/2022,17:17:43,12.955127,80.186705,2846,16,0.7068191974900748,1,0,0,0,0,0,0,0,0
2843,1,6/7/2022,17:17:45,13.025699,80.230298,805,17,0.7094107057975663,1,0,0,1,0,0,0,0,0
2844,1,6/7/2022,17:18:08,13.025699,80.230298,805,17,0.7094107057975663,1,0,0,1,0,0,0,0,0
2845,1,6/7/2022,17:18:15,13.025699,80.230298,805,17,0.7094107057975663,1,0,0,1,0,0,0,0,0
2846,1,6/7/2022,17:18:16,13.025699,80.230298,805,17,0.7094107057975663,1,0,0,1,0,0,0,0,0
2847,1,6/7/2022,17:18:18,13.025699,80.230298,805,17,0.7094107057975663,1,0,0,1,0,0,0,0,0
2848,1,6/7/2022,17:18:21,13.025699,80.230298,805,17,0.7094107057975663,1,0,0,1,0,0,0,0,0
2849,1,6/7/2022,17:18:22,13.025699,80.230298,805,17,0.7094107057975663,1,0,0,1,0,0,0,0,0
2850,1,6/7/2022,17:18:23,13.025699,80.230298,805,17,0.7094107057975663,1,0,0,1,0,0,0,0,0
2851,1,6/7/2022,17:18:35,13.025699,80.230298,805,17,0.7094107057975663,1,0,0,1,0,0,0,0,0
2852,1,6/7/2022,17:19:50,13.031354,80.240127,805,13,0.6590848176074782,1,0,0,1,0,0,0,0,0
2853,1,6/7/2022,17:20:44,13.033187,80.243371,805,4,0.5194735951253393,1,0,0,1,0,0,0,0,0
2854,0,6/7/2022,17:20:52,13.033378,80.243633,805,20,0.7395041033431458,1,0,0,0,0,0,0,0,0
2855,3,6/7/2022,17:21:33,12.96096,80.187209,2846,1,0.488353824497381,0,1,0,0,0,0,0,0,0
2856,1,6/7/2022,17:21:55,13.037061,80.246337,805,44,0.751090581077484,1,0,0,0,0,0,0,0,0
2857,1,6/7/2022,17:21:55,13.037061,80.246337,805,44,0.751090581077484,1,0,0,0,0,0,0,0,0
2858,3,6/7/2022,17:25:00,12.965042,80.193199,2846,11,0.6444025600432335,1,0,0,0,0,0,0,0,0
2859,3,6/7/2022,17:26:09,12.964651,80.19601,2846,10,0.6306119470928945,1,0,0,0,0,0,0,0,0
2860,1,6/7/2022,17:26:52,13.046659,80.248243,805,35,0.802111627145332,1,0,0,0,0,0,0,0,0
2861,3,6/7/2022,17:26:59,12.96479,80.197326,2846,30,0.7826920460553854,1,0,0,0,0,0,0,0,0
2862,1,6/7/2022,17:27:04,13.047267,80.248423,805,24,0.7711661611555037,1,0,0,0,0,0,0,0,0
2863,1,6/7/2022,17:27:05,13.04786,80.248901,805,30,0.7993555176650511,1,0,0,0,0,0,0,0,0
2864,3,6/7/2022,17:27:17,13.04786,80.248901,805,30,0.7993555176650511,1,0,0,0,0,0,0,0,0
2865,1,6/7/2022,17:28:06,13.049039,80.249575,805,1,0.4638158871150477,0,1,0,1,0,0,0,0,0
2866,1,6/7/2022,17:28:25,13.052639,80.251336,805,33,0.8046053755004753,1,0,0,0,0,0,0,0,0
2867,3,6/7/2022,17:28:31,12.965335,80.201343,2846,24,0.7684386753661521,1,0,0,0,0,0,0,0,0
2868,1,6/7/2022,17:29:36,13.055292,80.254886,805,17,0.7054787301737917,1,0,0,1,0,0,0,0,0
2869,1,6/7/2022,17:31:17,13.055821,80.257635,805,20,0.7375504152487492,1,0,0,0,0,0,0,0,0
2870,1,6/7/2022,17:31:17,13.055821,80.257635,805,20,0.7375504152487492,1,0,0,0,0,0,0,0,0
2871,1,6/7/2022,17:31:23,13.055821,80.257635,805,20,0.7375504152487492,1,0,0,0,0,0,0,0,0
2872,1,6/7/2022,17:36:22,12.976836,80.222511,2846,35,0.7756606015351114,1,0,0,0,0,0,0,0,0
2873,3,6/7/2022,17:36:57,12.978324,80.224858,2846,26,0.7778166003577047,1,0,0,0,0,0,0,0,0
2874,3,6/7/2022,17:37:45,13.053352,80.270089,805,18,0.7174570986801226,1,0,0,0,0,0,0,0,0
2875,3,6/7/2022,17:37:59,13.053336,80.270394,805,3,0.4976524753496032,0,1,0,0,0,0,0,0,0
2876,3,6/7/2022,17:39:12,13.053199,80.271764,805,1,0.46363544335514517,0,1,0,0,0,0,0,0,0
2877,3,6/7/2022,17:39:55,13.05299,80.272767,805,2,0.48083935106541215,0,1,0,0,0,0,0,0,0
2878,3,6/7/2022,17:41:26,13.05499,80.273664,805,11,0.6264359185749195,1,0,0,0,0,0,0,0,0
2879,1,6/7/2022,17:41:44,12.976948,80.223017,2846,34,0.7792589150343503,1,0,0,0,0,0,0,0,0
2880,1,6/7/2022,17:43:09,12.973744,80.220136,2846,32,0.7828676696687906,1,0,0,0,0,0,0,0,0
2881,3,6/7/2022,17:43:21,13.05929,80.274164,805,11,0.625370091472431,1,0,0,0,0,0,0,0,0
2882,1,6/7/2022,17:43:37,12.971763,80.219294,2846,20,0.7430203738551489,1,0,0,0,0,0,0,0,0
2883,1,6/7/2022,17:43:50,12.971095,80.218974,2846,34,0.7769322632763928,1,0,0,0,0,0,0,0,0
2884,1,6/7/2022,17:44:20,12.967959,80.217703,2846,39,0.7471762809707556,1,0,0,0,0,0,0,0,0
2885,3,6/7/2022,17:44:46,13.062399,80.274156,805,10,0.6094832612486514,1,0,0,0,0,0,0,0,0
2886,1,6/7/2022,17:45:11,12.963839,80.2161,2846,15,0.6954689891679089,1,0,0,1,0,0,0,0,0
2887,3,6/7/2022,17:46:27,13.064877,80.273784,805,7,0.5612088770320515,1,0,0,0,0,0,0,0,0
2888,1,6/7/2022,17:48:46,12.952591,80.211598,2846,36,0.7586681544927428,1,0,0,0,0,0,0,0,0
2889,1,6/7/2022,17:49:45,13.066656,80.268432,805,10,0.6080962670312385,1,0,0,1,0,0,0,0,0
2890,1,6/7/2022,17:49:51,13.066656,80.268432,805,10,0.6080962670312385,1,0,0,1,0,0,0,0,0
2891,3,6/7/2022,17:50:45,13.068374,80.269071,805,19,0.7261157950951826,1,0,0,0,0,0,0,0,0
2892,3,6/7/2022,17:51:02,13.068502,80.268533,805,14,0.6655830244204075,1,0,0,0,0,0,0,0,0
2893,2,6/7/2022,17:54:52,12.948664,80.203462,2846,56,0.4816968410868044,0,1,0,0,0,0,0,0,0
2894,1,6/7/2022,17:55:26,12.948532,80.199353,2846,39,0.7352992953188248,1,0,0,0,0,0,0,0,0
2895,1,6/7/2022,17:55:27,12.948532,80.199353,2846,39,0.7352992953188248,1,0,0,0,0,0,0,0,0
2896,1,6/7/2022,17:55:51,12.948473,80.197616,2846,40,0.7263437511389647,1,0,0,0,0,0,0,0,0
2897,1,6/7/2022,17:55:57,12.948498,80.19653,2846,43,0.6940584845619064,1,0,0,0,0,0,0,0,0
2898,1,6/7/2022,17:59:16,13.067776,80.248857,805,31,0.8048683120927345,1,0,0,0,0,0,0,0,0
2899,1,6/7/2022,18:04:59,12.949896,80.179797,2846,33,0.773325007209949,1,0,0,0,0,0,0,0,0
2900,1,6/7/2022,18:05:16,12.950263,80.178324,2846,40,0.7299801158234099,1,0,0,0,0,0,0,0,0
2901,1,6/7/2022,18:06:21,12.951552,80.172751,2846,41,0.7219734605237753,1,0,0,0,0,0,0,0,0
2902,1,6/7/2022,18:06:41,12.951862,80.170944,2846,38,0.7486548167065732,1,0,0,0,0,0,0,0,0
2903,2,6/7/2022,18:07:04,12.952528,80.167595,2846,48,0.6336843562933897,1,0,0,0,0,0,0,0,0
2904,1,6/7/2022,18:07:34,12.953453,80.163667,2846,27,0.7779849334397383,1,0,0,0,0,0,0,0,0
2905,1,6/7/2022,18:07:58,12.953728,80.162298,2846,42,0.7146853411513905,1,0,0,0,0,0,0,0,0
2906,1,6/7/2022,18:09:25,12.95501,80.156201,2846,50,0.6066136863615698,1,0,0,0,0,0,0,0,0
2907,1,6/7/2022,18:09:51,12.956224,80.152264,2846,52,0.5748261433873119,1,0,0,0,0,0,0,0,0
2908,1,6/7/2022,18:10:33,12.959162,80.149808,2846,42,0.7208178853134294,1,0,0,0,0,0,0,0,0
2909,1,6/7/2022,18:14:39,12.952558,80.141159,2846,22,0.7570383222393218,1,0,0,0,0,0,0,0,0
2910,1,6/7/2022,18:14:44,12.952558,80.141159,2846,22,0.7570383222393218,1,0,0,0,0,0,0,0,0
2911,1,6/7/2022,18:14:50,12.951835,80.1406,2846,28,0.780124392610226,1,0,0,0,0,0,0,0,0
2912,1,6/7/2022,18:15:21,12.94977,80.139089,2846,32,0.7783587898431987,1,0,0,0,0,0,0,0,0
2913,1,6/7/2022,18:16:10,12.94526,80.135588,2846,53,0.5463258897252344,1,0,0,0,0,0,0,0,0
2914,1,6/7/2022,18:17:51,12.940637,80.131249,2846,50,0.5938610795570904,1,0,0,0,0,0,0,0,0
2915,1,6/7/2022,18:18:57,12.936251,80.127341,2846,1,0.49297902753385553,0,1,0,1,0,0,0,0,0
2916,1,6/7/2022,18:19:28,12.935707,80.126806,2846,27,0.7754154003009047,1,0,0,0,0,0,0,0,0
2917,1,6/7/2022,18:22:32,12.924554,80.115758,2846,45,0.6560784857677804,1,0,0,0,0,0,0,0,0
2918,1,6/7/2022,18:22:42,12.923312,80.114505,2846,21,0.7498614668739139,1,0,0,0,0,0,0,0,0
2919,1,6/7/2022,18:22:52,12.92284,80.114028,2846,31,0.7713325215483614,1,0,0,0,0,0,0,0,0
2920,1,6/7/2022,18:30:56,12.896252,80.0887,2846,32,0.7579775645289821,1,0,0,0,0,0,0,0,0
2921,2,6/7/2022,18:31:48,12.892431,80.08583,2846,37,0.7236460961202577,1,0,0,0,0,0,0,0,0
2922,1,6/7/2022,18:34:40,12.879018,80.080502,2846,8,0.6171892428492809,1,0,0,1,0,0,0,0,0
2923,2,6/8/2022,6:19:21,12.890093,80.084503,3143,53,0.48423674548809265,0,1,0,0,0,0,0,0,0
2924,2,6/8/2022,6:19:35,12.892507,80.085754,3143,52,0.5058147687666861,1,0,0,0,0,0,0,0,0
2925,1,6/8/2022,6:21:02,12.90139,80.092358,3143,54,0.47886059133242637,0,1,0,0,0,0,0,0,0
2926,1,6/8/2022,6:21:22,12.903219,80.093749,3143,44,0.6512143277415732,1,0,0,0,0,0,0,0,0
2927,1,6/8/2022,6:23:09,12.91118,80.101158,3143,39,0.7178580943450343,1,0,0,0,0,0,0,0,0
2928,2,6/8/2022,6:23:18,12.91287,80.10144,3143,44,0.6601124108501789,1,0,0,0,0,0,0,0,0
2929,2,6/8/2022,6:23:28,12.91287,80.10144,3143,44,0.6601124108501789,1,0,0,0,0,0,0,0,0
2930,2,6/8/2022,6:25:51,12.933344,80.099412,3143,58,0.44431432669065035,0,1,0,0,0,0,0,0,0
2931,2,6/8/2022,6:31:49,12.977315,80.11989,3143,58,0.4988168639141579,0,1,0,0,0,0,0,0,0
2932,2,6/8/2022,6:35:14,13.003865,80.127132,3143,58,0.5324550156866901,1,0,0,0,0,0,0,0,0
2933,2,6/8/2022,6:38:06,12.88204,80.080968,2846,42,0.6589088891335403,1,0,0,0,0,0,0,0,0
2934,2,6/8/2022,6:39:08,12.88961,80.084311,2846,57,0.40836286692352025,0,1,0,0,0,0,0,0,0
2935,2,6/8/2022,6:39:14,13.02782,80.145334,3143,58,0.5600020675897537,1,0,0,0,0,0,0,0,0
2936,2,6/8/2022,6:39:32,12.893442,80.086435,2846,54,0.4695001718045757,0,1,0,0,0,0,0,0,0
2937,1,6/8/2022,6:39:32,12.893442,80.086435,2846,54,0.4695001718045757,0,1,0,0,0,0,0,0,0
2938,2,6/8/2022,6:40:03,13.035381,80.149073,3143,53,0.6526596107040358,1,0,0,0,0,0,0,0,0
2939,1,6/8/2022,6:40:48,12.901451,80.092473,2846,59,0.3849789397512781,0,1,0,0,0,0,0,0,0
2940,1,6/8/2022,6:42:17,12.909152,80.098565,2846,11,0.6525182177042265,1,0,0,1,0,0,0,0,0
2941,2,6/8/2022,6:43:21,13.053846,80.154995,3143,58,0.591109907663136,1,0,0,0,0,0,0,0,0
2942,2,6/8/2022,6:43:43,12.915704,80.103903,2846,57,0.43890287868574657,0,1,0,0,0,0,0,0,0
2943,1,6/8/2022,6:43:47,13.05636,80.158655,3143,58,0.5935499160141989,1,0,0,0,0,0,0,0,0
2944,2,6/8/2022,6:44:47,12.917188,80.107414,2846,1,0.497820594009319,0,1,0,0,0,0,0,0,0
2945,2,6/8/2022,6:45:09,12.919466,80.110338,2846,1,0.4972713884473515,0,1,0,0,0,0,0,0,0
2946,1,6/8/2022,6:46:17,13.063163,80.166942,3143,45,0.7693348578464894,1,0,0,0,0,0,0,0,0
2947,1,6/8/2022,6:47:15,12.928438,80.119583,2846,38,0.7378129333675767,1,0,0,0,0,0,0,0,0
2948,1,6/8/2022,6:47:55,12.930095,80.121162,2846,24,0.7658844013454773,1,0,0,0,0,0,0,0,0
2949,1,6/8/2022,6:47:59,12.930095,80.121162,2846,24,0.7658844013454773,1,0,0,0,0,0,0,0,0
2950,1,6/8/2022,6:48:16,12.9313,80.122433,2846,34,0.7646563664733923,1,0,0,0,0,0,0,0,0
2951,1,6/8/2022,6:48:31,12.931879,80.122992,2846,37,0.7474786425460984,1,0,0,0,0,0,0,0,0
2952,0,6/8/2022,6:49:15,12.936458,80.127308,2846,30,0.7770448322721277,1,0,0,0,0,0,0,0,0
2953,1,6/8/2022,6:49:30,13.070246,80.182138,3143,1,0.45354842097680137,0,1,0,1,0,0,0,0,0
2954,1,6/8/2022,6:49:44,13.070286,80.182209,3143,11,0.6186313571454155,1,0,0,1,0,0,0,0,0
2955,2,6/8/2022,6:49:45,12.937703,80.128431,2846,45,0.6677566145233687,1,0,0,0,0,0,0,0,0
2956,1,6/8/2022,6:49:59,12.939856,80.130303,2846,59,0.42782930133888175,0,1,0,0,0,0,0,0,0
2957,1,6/8/2022,6:50:09,12.940891,80.131381,2846,58,0.44793769414501,0,1,0,0,0,0,0,0,0
2958,2,6/8/2022,6:50:58,12.946128,80.136198,2846,57,0.47291987225587323,0,1,0,0,0,0,0,0,0
2959,2,6/8/2022,6:51:23,12.948493,80.137916,2846,58,0.45675586461241696,0,1,0,0,0,0,0,0,0
2960,1,6/8/2022,6:52:21,12.952561,80.141101,2846,40,0.7359475847798256,1,0,0,0,0,0,0,0,0
2961,2,6/8/2022,6:55:50,12.958579,80.150384,2846,50,0.6118836590604203,1,0,0,0,0,0,0,0,0
2962,2,6/8/2022,6:56:41,12.954641,80.15832,2846,58,0.46084945832785995,0,1,0,0,0,0,0,0,0
2963,3,6/8/2022,6:57:24,12.953443,80.164217,2846,1,0.48952511610639987,0,1,0,0,0,0,0,0,0
2964,3,6/8/2022,6:59:15,13.075144,80.216922,3143,23,0.7622586039115754,1,0,0,0,0,0,0,0,0
2965,2,6/8/2022,6:59:56,12.950149,80.179196,2846,57,0.4696300905282632,0,1,0,0,0,0,0,0,0
2966,2,6/8/2022,7:02:08,12.948549,80.197496,2846,57,0.46381533149223014,0,1,0,0,0,0,0,0,0
2967,1,6/8/2022,7:02:41,13.08788,80.21805,3143,42,0.7987695469830663,1,0,0,0,0,0,0,0,0
2968,2,6/8/2022,7:03:11,12.948764,80.205242,2846,58,0.44357630257007047,0,1,0,0,0,0,0,0,0
2969,1,6/8/2022,7:05:30,12.957114,80.213342,2846,54,0.52824440349539,1,0,0,0,0,0,0,0,0
2970,1,6/8/2022,7:05:52,12.959339,80.214232,2846,47,0.6485447844522945,1,0,0,0,0,0,0,0,0
2971,1,6/8/2022,7:06:50,13.067987,80.246846,805,35,0.8086659869655335,1,0,0,0,0,0,0,0,0
2972,1,6/8/2022,7:08:40,12.972535,80.219495,2846,51,0.5995551067775017,1,0,0,0,0,0,0,0,0
2973,3,6/8/2022,7:10:28,12.979208,80.226503,2846,40,0.7460374128222688,1,0,0,0,0,0,0,0,0
2974,3,6/8/2022,7:11:53,13.07332,80.261115,805,9,0.5903527301436289,1,0,0,0,0,0,0,0,0
2975,1,6/8/2022,7:14:45,13.07072,80.26559,805,34,0.8088529126221531,1,0,0,0,0,0,0,0,0
2976,1,6/8/2022,7:15:30,13.068611,80.26841,805,31,0.8045781817524922,1,0,0,0,0,0,0,0,0
2977,1,6/8/2022,7:15:33,13.068611,80.26841,805,31,0.8045781817524922,1,0,0,0,0,0,0,0,0
2978,1,6/8/2022,7:15:49,13.06821,80.270081,805,32,0.8064084743190767,1,0,0,0,0,0,0,0,0
2979,3,6/8/2022,7:22:50,13.052942,80.273016,805,22,0.7560395833075668,1,0,0,0,0,0,0,0,0
2980,3,6/8/2022,7:22:55,13.052942,80.273016,805,22,0.7560395833075668,1,0,0,0,0,0,0,0,0
2981,3,6/8/2022,7:24:02,13.053338,80.269662,805,21,0.7473422330691882,1,0,0,0,0,0,0,0,0
2982,3,6/8/2022,7:25:17,13.053545,80.267333,805,17,0.7061048137686675,1,0,0,0,0,0,0,0,0
2983,2,6/8/2022,7:26:40,13.053725,80.265282,805,47,0.7322351445836865,1,0,0,0,0,0,0,0,0
2984,2,6/8/2022,7:27:47,13.054139,80.260591,805,28,0.7933037791817125,1,0,0,0,0,0,0,0,0
2985,1,6/8/2022,7:33:13,13.041096,80.247397,805,33,0.8018122672253075,1,0,0,0,0,0,0,0,0
2986,1,6/8/2022,7:33:46,13.038484,80.246872,805,34,0.8006784521085851,1,0,0,0,0,0,0,0,0
2987,1,6/8/2022,7:38:29,13.030474,80.23888,805,38,0.7877504942634325,1,0,0,0,0,0,0,0,0
2988,1,6/8/2022,7:38:33,13.030474,80.23888,805,38,0.7877504942634325,1,0,0,0,0,0,0,0,0
2989,1,6/8/2022,7:39:17,13.027155,80.23412,805,46,0.7246018388125757,1,0,0,0,0,0,0,0,0
2990,1,6/8/2022,7:39:50,13.087765,80.223434,3143,35,0.8147077126911537,1,0,0,0,0,0,0,0,0
2991,1,6/8/2022,7:40:26,13.025866,80.2311,805,9,0.6019902473410434,1,0,0,1,0,0,0,0,0
2992,1,6/8/2022,7:40:28,13.025657,80.230515,805,34,0.7973717840536536,1,0,0,0,0,0,0,0,0
2993,1,6/8/2022,7:40:46,13.024271,80.228672,805,27,0.7868124552692491,1,0,0,0,0,0,0,0,0
